COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32059 
 NOMBRE    : VILLA DE COS (SMN) 
 ESTADO    : ZACATECAS 
 MUNICIPIO : VILLA DE COS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 23.28888889 ° 
 LONGITUD  : -102.3441667 ° 
 ALTITUD   : 1999 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1995-03-18	0	6.54	28	5
1995-03-19	0	5.27	29	5
1995-03-20	0	11.37	29	3
1995-03-21	0	7.34	30	5
1995-03-22	0	8.09	32	4
1995-03-23	0	8.55	32	4
1995-03-24	0	8.83	32	9
1995-03-25	0	5.92	32	10
1995-03-26	0	5.53	32	10
1995-03-27	0	5.59	33	12
1995-03-28	0	5.44	30	12
1995-03-29	0	7.08	30	7
1995-03-30	0	7.26	31	5
1995-03-31	0	3.91	30	10
1995-04-01	0	4.61	32	7
1995-04-02	0	13.29	28	10
1995-04-03	0	3.32	27	7
1995-04-04	0	4.81	26	11
1995-04-05	0	13.3	26	3
1995-04-06	0	11.79	27	3.5
1995-04-07	0	10.59	28	3
1995-04-08	0	7.58	28.5	3
1995-04-09	0	6.67	30	3
1995-04-10	0	6.27	29	7
1995-04-11	0	8.33	30	3
1995-04-12	0	8.93	30	4
1995-04-13	0	6.34	31	4
1995-04-14	0	8.34	30.5	7
1995-04-15	0	8.15	31	10
1995-04-16	0	7.85	32	12
1995-04-17	0	7.21	31.5	12
1995-04-18	0	7.09	32	5.5
1995-04-19	0	5.39	33	5.5
1995-04-20	0	6.32	32	4
1995-04-21	0	8.8	32	5.5
1995-04-22	0	8.12	31	8
1995-04-23	0	7.94	32	8
1995-04-24	0	12.13	33	10
1995-04-25	0	8.93	33	10.5
1995-04-26	0	4.64	33	5
1995-04-27	0	11.23	28	12
1995-04-28	0	8.21	30	7
1995-04-29	0	6.09	32.5	10
1995-04-30	0	8.33	30	11
1995-05-01	0	8.85	34	7.5
1995-05-02	0	10.45	33.5	8
1995-05-03	0	8.99	33	12
1995-05-04	0	6.63	32	11
1995-05-05	0	7.2	33	4.5
1995-05-06	0	6.06	32	11
1995-05-07	0	10.45	32	10.5
1995-05-08	0	10.11	33.5	11
1995-05-09	0	8.28	33	15
1995-05-10	0	6.63	31	14
1995-05-11	0	8.99	31	10
1995-05-12	0	8.65	34	10.5
1995-05-13	0	8.39	34	9
1995-05-14	0	8.2	34.5	12
1995-05-15	0	10.87	34	12
1995-05-16	0	6.88	35	13
1995-05-17	0	7.37	34	15
1995-05-18	0	6.52	34	14
1995-05-19	0	7.84	35	16
1995-05-20	0	8.24	35	16
1995-05-21	0	11.6	35.5	17
1995-05-22	0	10.37	34	16
1995-05-23	0	7.95	32.5	14
1995-05-24	0	9.25	30.5	18
1995-05-25	0	6.1	32	15
1995-05-26	0	7.9	34	15.5
1995-05-27	0	6.49	34	15
1995-05-28	0	8.59	31	16.5
1995-05-29	0	7.34	34	15
1995-05-30	0	8.1	33	16
1995-05-31	0	14.46	33.5	18
1995-06-01	0	3.54	32.5	18
1995-06-02	0.01	2.88	34.5	18
1995-06-03	0	6.7	24	12
1995-06-04	0	5.93	28.5	15
1995-06-05	0	4.43	36	15
1995-06-06	0	10.74	36	16
1995-06-07	0	10.7	34	14
1995-06-08	0	6.4	34	13
1995-06-09	0	7.94	35.5	12
1995-06-10	0	8.02	33	14.5
1995-06-11	0	7.91	31	15
1995-06-12	0	5.01	35.5	15
1995-06-13	0	2	31	13
1995-06-14	0	8.09	31	13
1995-06-15	0.01	11.3	32	14
1995-06-16	0	11.68	32	14
1995-06-17	0	3.9	31	13
1995-06-18	0	5.87	30.5	14.5
1995-06-19	0	6.18	29.5	14
1995-06-20	24	1.16	28	16
1995-06-21	20	7.35	28	15
1995-06-22	5.5	5.59	29	17
1995-06-23	1.5	5.49	30	17
1995-06-24	0	6.89	30.5	16
1995-06-25	0	9.15	30.5	15.5
1995-06-26	0	8.24	29	14
1995-06-27	0	6.12	31	14
1995-06-28	0	5.48	31.5	15
1995-06-29	0	9	32	16
1995-06-30	0.01	5.85	31	15.5
1995-07-01	0	3.2	30	14
1995-07-02	0	2.94	30	15
1995-07-03	15	0.75	32	15
1995-07-04	13	4.48	31.5	16
1995-07-05	7	5.42	28	15
1995-07-06	5	2.44	23	15
1995-07-07	0	7.04	25	14
1995-07-08	0	5.73	28	12
1995-07-09	2	4.6	27	12
1995-07-10	0	5.72	28	12
1995-07-11	0	6.39	28	12
1995-07-12	0	4.62	29.5	11
1995-07-13	0	4.3	28	15
1995-07-14	0	4.13	28	14
1995-07-15	0	2.1	30	15
1995-07-16	0	3.47	29	14.5
1995-07-17	20	2.47	29	12
1995-07-18	0	7.83	30	12
1995-07-19	1	7.08	29	14
1995-07-20	0	4.6	27	15
1995-07-21	0	3.32	30	14
1995-07-22	0	10.76	30	15
1995-07-23	0	4.64	30	14.5
1995-07-24	0	4.48	32	14
1995-07-25	0	6.2	28	16
1995-07-26	0	9.7	30	14
1995-07-27	0	9.07	30	15
1995-07-28	0	4.84	30	14
1995-07-29	0	5.87	31	14
1995-07-30	0	3.08	30.5	14
1995-07-31	6	4.44	32	15
1995-08-01	3	6.34	31.5	13
1995-08-02	5	5.02	29	10
1995-08-03	6	2.08	28	17
1995-08-04	12	7.31	29	14.5
1995-08-05	0	2.78	27	15
1995-08-06	0	2	28	14
1995-08-07	2.5	5.93	29	13.5
1995-08-08	0	2.78	28	15
1995-08-09	20	7.15	28	13
1995-08-10	1	4.24	28	14
1995-08-11	14.5	2.28	27	14
1995-08-12	19.5	4.75	20	17
1995-08-13	0	1.17	23	15
1995-08-14	0.5	1.55	24	14
1995-08-15	0	5.82	27	15
1995-08-16	0	4.43	28.5	14
1995-08-17	0	3.79	28	14
1995-08-18	0	4.32	26.5	13
1995-08-19	0	2.86	26	12
1995-08-20	0	3.51	26	14
1995-08-21	0	7.46	28	11
1995-08-22	0	4.22	28	14
1995-08-23	0	4.73	27	12
1995-08-24	4	2.2	26.5	15
1995-08-25	0	5.07	26	13.5
1995-08-26	20.5	1.07	30	13
1995-08-27	0	4.34	24.5	14.5
1995-08-28	0	4.15	26	15
1995-08-29	0	4.22	27	15
1995-08-30	0	4.74	27.5	13
1995-08-31	0	4.57	30	13
1995-09-01	0	3.56	28	14
1995-09-02	0	3.37	24	12
1995-09-03	0	3.03	25	16
1995-09-04	0	5.93	25	16
1995-09-05	1.5	3.86	28	12
1995-09-06	0	5.61	28	11
1995-09-07	0	3.62	29	12
1995-09-08	0	6.75	29	10.5
1995-09-09	0	4.45	28	13
1995-09-10	0	5.45	28	13
1995-09-11	0	4.45	27	13
1995-09-12	0	8.12	28	12
1995-09-13	2	3.61	28.5	15
1995-09-14	0	4.31	29	14.5
1995-09-15	0	3.45	28	15.5
1995-09-16	0	4.55	28	13
1995-09-17	0	6.08	30	13
1995-09-18	0	6.61	30	14
1995-09-19	0	7.02	31	14
1995-09-20	0	6	28	13
1995-09-21	2.5	2.01	24	14
1995-09-22	0	6.13	28.5	16.5
1995-09-23	2	1.21	25	14
1995-09-24	0.5	2.32	25	12.5
1995-09-25	0	2.99	27	14
1995-09-26	0	4.97	27	13
1995-09-27	0	4.72	25	14
1995-09-28	0	4.96	29	14
1995-09-29	0	6.94	26.5	13
1995-09-30	0	3.64	33	12
1995-10-01	0	3.41	32	12
1995-10-02	0	4.39	29	10
1995-10-03	0	5.83	28	10
1995-10-04	0	6.45	30	10
1995-10-05	0	5.48	30	12
1995-10-06	0	5.35	27.5	11
1995-10-07	0	6.01	28.5	12
1995-10-08	0	5.51	29	10
1995-10-09	0	6.9	19	7.5
1995-10-10	0	5.75	30	7
1995-10-11	0	6.78	30	8.5
1995-10-12	0	5	27	10
1995-10-13	0	3.83	27	4
1995-10-14	0	7.45	25	5
1995-10-15	0	4.5	25	2
1995-10-16	0	5.16	26	1
1995-10-17	0	4.7	27	4
1995-10-18	0	5.48	28	4
1995-10-19	0	4.16	30	6
1995-10-20	0	7.42	28	6
1995-10-21	0	7.91	29	6
1995-10-22	0	4.61	29	5
1995-10-23	0	5.52	30	8.5
1995-10-24	0	4.73	26	11
1995-10-25	0	4.64	26	12
1995-10-26	0	6.57	28	11
1995-10-27	0	4.62	25	8
1995-10-28	0	6.24	25	5
1995-10-29	0	3.48	26.5	5
1995-10-30	0	3.7	27	5
1995-10-31	0	2.4	27	4
1995-11-01	0	4.67	26.5	10
1995-11-02	0	4.83	28	12
1995-11-03	0	5.98	28.5	10
1995-11-04	0	6.27	28	12
1995-11-05	0	5.52	28	12
1995-11-06	0	2.54	28	12
1995-11-07	0	7.74	23	10
1995-11-08	1.5	4.43	28	12
1995-11-09	0	2.8	28	10
1995-11-10	0	3.87	27	12
1995-11-11	0	3.99	28	12.5
1995-11-12	0	4.3	28	14
1995-11-13	0	4.88	28	8
1995-11-14	0	5.4	30	10.5
1995-11-15	0	3.93	28.5	5
1995-11-16	0	6.8	28	7.5
1995-11-17	0	5.86	27	10
1995-11-18	0	1.99	26.5	3.5
1995-11-19	0	3.25	28	5
1995-11-20	0	3.22	24	10
1995-11-21	0	5.5	18	5
1995-11-22	0	4.42	24	6.5
1995-11-23	0	4.71	26	3
1995-11-24	0	3.04	26.5	0
1995-11-25	0	2.62	26.5	2
1995-11-26	0	4.07	27	-2.5
1995-11-27	0	3.11	27	-3
1995-11-28	0	3.29	24.5	3
1995-11-29	0	2.03	24	9
1995-11-30	0	0.66	26	-1
1995-12-01	0	3.53	26	3
1995-12-02	0	5.1	27	5
1995-12-03	0	2.85	28	7
1995-12-04	0	2.25	28.5	4.5
1995-12-05	0	4.55	28	2
1995-12-06	0	5.05	28	4
1995-12-07	0	5.4	27	4
1995-12-08	0	3.04	24	7
1995-12-09	0	3.24	27	3
1995-12-10	0	3.39	24	5
1995-12-11	0	2.41	23	4
1995-12-12	0	1.95	24	-1
1995-12-13	0	4.24	24.5	0
1995-12-14	0	3.76	25	-2
1995-12-15	0	5.4	24	0
1995-12-16	0	5.37	23	3
1995-12-17	0	3.42	21	7
1995-12-18	0	3.39	21	5
1995-12-19	0	3.5	22.5	5
1995-12-20	0	4.01	21	2
1995-12-21	0	3.48	22.5	2
1995-12-22	0	7.18	23	3
1995-12-23	0	3.43	23	4
1995-12-24	0	3.29	21.5	2.5
1995-12-25	5	7.71	21.5	2.5
1995-12-26	2.5	3.81	20.5	2.5
1995-12-27	0	1.51	21	2
1995-12-28	0	1.18	20.5	2.5
1995-12-29	0	1.06	20.5	2
1995-12-30	0	2.41	22	-2
1995-12-31	0	2.3	22	2
1996-01-01	0	3.94	20	-2
1996-01-02	0	4.37	17	0
1996-01-03	0	1.6	16	-1
1996-01-04	0	5.48	24	1
1996-01-05	0	3.16	25.5	3
1996-01-06	0	4.26	26	2
1996-01-07	0	2.27	24	5
1996-01-08	0	1.6	18.5	3
1996-01-09	0	1.84	25	-3
1996-01-10	0	2.17	24	5
1996-01-11	0	1.34	25	2.5
1996-01-12	0	4.47	24	2
1996-01-13	0	3.33	25	2
1996-01-14	0	4.25	27	2.5
1996-01-15	0	5.15	25.5	4
1996-01-16	0	4.13	26.5	1
1996-01-17	0	7.48	25.5	-1
1996-01-18	0	5.06	25.5	1.5
1996-01-19	0	2.8	25.5	0
1996-01-20	0	3.45	25.5	2
1996-01-21	0	6.25	26.5	2.5
1996-01-22	0	3.13	26	2
1996-01-23	0	5.11	24	2
1996-01-24	0	6.37	25	0
1996-01-25	0	6.84	26	-3
1996-01-26	0	4.11	25.5	-3
1996-01-27	0	5.36	24.5	2
1996-01-28	0	4.92	27	2
1996-01-29	0	6.03	26.5	1
1996-01-30	0	1.78	27	2
1996-01-31	0	5.9	27	2
1996-02-01	0	8.14	24	3
1996-02-02	0	2.96	25	-2
1996-02-03	0	4.85	25	2
1996-02-04	0	3.03	25	2
1996-02-05	0	1.58	25	2
1996-02-06	0	3.45	25.5	1
1996-02-07	0	4.95	24	0
1996-02-08	0	4.55	26.5	7
1996-02-09	0	2.23	27	0
1996-02-10	0	2.14	25.5	2
1996-02-11	9.5	2.85	25	5
1996-02-12	3.5	0.88	14	8
1996-02-13	0	3.21	25	6
1996-02-14	0	3.91	26	4
1996-02-15	0	5.04	27	5
1996-02-16	0	6.47	24	4
1996-02-17	0	3.07	26	4
1996-02-18	0	6.85	27	5
1996-02-19	0	4.2	28	4
1996-02-20	0	8.44	29	5
1996-02-21	0	3.13	31.5	6
1996-02-22	0	6.39	30	6
1996-02-23	0	4.46	31	5.5
1996-02-24	0	5.14	28.5	5
1996-02-25	0	7.28	31	5
1996-02-26	0	3.21	27	7
1996-02-27	0	7.03	29	8
1996-02-28	0	5.47	30	8
1996-02-29	0	8.86	28	8.5
1996-03-01	0	5.67	27	7.5
1996-03-02	0	5.13	26.5	5
1996-03-03	0	7.53	29.5	5.5
1996-03-04	0	7.42	29	3
1996-03-05	0	2.58	26	6
1996-03-06	0	11.61	28	8
1996-03-07	0	7.68	22	5.5
1996-03-08	0	6.14	25	0
1996-03-09	0	5.44	25.5	5
1996-03-10	0	5.29	23	6
1996-03-11	0	4.46	27	0
1996-03-12	0	6.97	27	2
1996-03-13	0	9.79	26.5	4.5
1996-03-14	0	6.51	29	5
1996-03-15	0	5.72	29	2
1996-03-16	0	5.92	27	8
1996-03-17	0	5.98	27	5.5
1996-03-18	0	4.23	28	5
1996-03-19	0	2.63	26.5	5
1996-03-20	0	4.06	26	4.5
1996-03-21	0	7.42	26.5	4
1996-03-22	0	8.68	27.5	5
1996-03-23	0	6.36	28.5	5.5
1996-03-24	0	7.27	27	5
1996-03-25	0	7.47	27	3
1996-03-26	0	5.68	27	7
1996-03-27	0	3.33	26.5	8
1996-03-28	0	5.12	27.5	7.5
1996-03-29	0	11.74	26	4.5
1996-03-30	0	5.78	27	7
1996-03-31	0	11.7	28	5.5
1996-04-01	0	6.02	29.5	4.5
1996-04-02	0	8.43	30	4.5
1996-04-03	0	6.1	30.5	5.5
1996-04-04	0	4.85	31	10
1996-04-05	0	4.99	30.5	10
1996-04-06	0	4.12	31	14
1996-04-07	0	6.93	30.5	12.5
1996-04-08	0	6.9	28	10
1996-04-09	0	6.88	25	4.5
1996-04-10	0	7.22	26.5	6
1996-04-11	0	6.37	26	9
1996-04-12	0	7.21	27	7.5
1996-04-13	0	7.02	29.5	7
1996-04-14	0	7.18	28	5.5
1996-04-15	0	6.2	30	5
1996-04-16	0	5.4	27.5	7
1996-04-17	0	5.83	29.5	7
1996-04-18	0	9.68	32	6
1996-04-19	0	6.78	31.5	7
1996-04-20	0	10.13	31	10
1996-04-21	0	4.67	32	12
1996-04-22	0	9.19	33	8
1996-04-23	29	10.13	29	12
1996-04-24	0	3.67	25	11
1996-04-25	0	7.94	31	13
1996-04-26	0	7.57	31.5	11
1996-04-27	0	9.85	31	12
1996-04-28	0	7.53	30	13
1996-04-29	0	6.93	31	10
1996-04-30	0	5.45	30.5	12
1996-05-01	0	8.22	26	7
1996-05-02	0	8.85	31	14
1996-05-03	0	10.01	32.5	15
1996-05-04	0	11.15	33	15
1996-05-05	0	6.32	32	17
1996-05-06	0	6.91	29.5	14
1996-05-07	0	7.11	32	14
1996-05-08	0	7.09	33	14
1996-05-09	0	5.68	32.5	15
1996-05-10	0	6.87	32	14.5
1996-05-11	0	4.05	31.5	12
1996-05-12	0	5.17	33	13
1996-05-13	0	4.56	31	11
1996-05-14	0	7.74	34	13
1996-05-15	0	6.48	32.5	12.5
1996-05-16	0	6.96	32	12
1996-05-17	0	7.5	32	14
1996-05-18	0	10.72	32.5	14
1996-05-19	0	9.45	33	12
1996-05-20	0	7.16	35	16
1996-05-21	0	8.72	33	14
1996-05-22	0	11.72	36.5	14
1996-05-23	0	7.22	32.5	12.5
1996-05-24	0	5.42	35	14
1996-05-25	0	9.09	33.5	14
1996-05-26	0	11.09	36	15.5
1996-05-27	0	6.74	35	17
1996-05-28	0	8.06	35.5	19
1996-05-29	1	7.55	34	16
1996-05-30	0	5.57	32.5	15
1996-05-31	0	6.27	32	14
1996-06-01	0	5.86	32	14.5
1996-06-02	0	6.56	28.5	15
1996-06-03	0	9.51	28	15.5
1996-06-04	0	6.22	29	14
1996-06-05	0	6.44	31	14
1996-06-06	0	9.54	32	13
1996-06-07	0	13.93	32	15
1996-06-08	0	6.16	29	15
1996-06-09	4.5	5.9	29	12
1996-06-10	0	6.24	32	15
1996-06-11	0	10.07	31.5	14.5
1996-06-12	0	6.93	32	14
1996-06-13	8	8.22	31.5	15.5
1996-06-14	0	2.03	29	15
1996-06-15	4	9.58	30	15
1996-06-16	0	7.99	31	16.5
1996-06-17	0	6.74	30.5	15
1996-06-18	0	6.12	31	14.5
1996-06-19	0	6.3	30.5	14
1996-06-20	0	8.66	32	15
1996-06-21	0	6.4	30.5	16
1996-06-22	0	8.07	31	15
1996-06-23	0	11.76	33	15
1996-06-24	0	7.05	32.5	14
1996-06-25	0	6.86	32	16
1996-06-26	68.5	4.27	32	16.5
1996-06-27	0	11.72	27	15
1996-06-28	0	6.39	28	14
1996-06-29	0	4.47	28.5	14
1996-06-30	0	4.53	28	14
1996-07-01	0	7.43	27.5	12
1996-07-02	0	7.56	30	12
1996-07-03	0	8.13	28.5	15
1996-07-04	0	2.29	30	14.5
1996-07-05	6.5	1.36	30	15
1996-07-06	1.5	5.66	29.5	15
1996-07-07	8	5.78	28	15
1996-07-08	0	6.37	28	16
1996-07-09	1	4.41	28	16
1996-07-10	0	7.15	29	15
1996-07-11	0	6.26	30	14
1996-07-12	0	7.87	31	14
1996-07-13	0	6.75	30	14
1996-07-14	3	7.69	32	15.5
1996-07-15	0	5.74	30	15
1996-07-16	0	8.04	29.5	16
1996-07-17	0	9.01	29	15.5
1996-07-18	0	6.57	28	16
1996-07-19	0	6.98	31	15
1996-07-20	0	12.87	32	14
1996-07-21	0	5.74	32	12
1996-07-22	0	11.67	32	14
1996-07-23	11	4.87	32	16
1996-07-24	1	6.89	28	11
1996-07-25	0	6.62	30	15
1996-07-26	0	7.51	28	14
1996-07-27	0	7.85	28	14
1996-07-28	0	8.59	30	14
1996-07-29	0	4.75	32.5	13
1996-07-30	0	5.74	31	14
1996-07-31	0	5	31	15
1996-08-01	0	6.47	31	14
1996-08-02	0	8.59	32	15
1996-08-03	0	6.68	31	12
1996-08-04	0	6.02	31.5	15
1996-08-05	0	5.66	31	15
1996-08-06	0	3.74	29.5	15
1996-08-07	0	7.7	31	15
1996-08-08	0	5.97	28	14
1996-08-09	0	7.43	26.5	16
1996-08-10	0	4.66	26	15
1996-08-11	0	7.19	30	14.5
1996-08-12	33	9.95	28	14
1996-08-13	0	7.25	27	15.5
1996-08-14	20	5.12	28	15
1996-08-15	0	4.89	27	14
1996-08-16	0	7.36	26	12.5
1996-08-17	0	5.22	27	12
1996-08-18	0	6.97	28	12
1996-08-19	0	6.84	28	14
1996-08-20	0.5	5.88	27	13
1996-08-21	0	3.04	29	12
1996-08-22	0	4.19	28	14
1996-08-23	8	8.14	27	14
1996-08-24	0	2.64	27	12
1996-08-25	0	4.36	24	12
1996-08-26	1	1.79	23	13.5
1996-08-27	0	3.22	22	14
1996-08-28	0	5.09	27	14
1996-08-29	0	6.77	28	14
1996-08-30	0	7.44	29	13
1996-08-31	16	1.49	27.5	14
1996-09-01	2	1.96	28	14
1996-09-02	20	12.08	20.5	14
1996-09-03	4	3.1	27	14.5
1996-09-04	2	1.34	25	15
1996-09-05	13	1.5	21.5	14
1996-09-06	1	5.19	26	14
1996-09-07	7.5	3	25.5	16
1996-09-08	0	3.95	24	14
1996-09-09	0	4.44	25	13
1996-09-10	0	6	24.5	14
1996-09-11	0	5.32	24	12
1996-09-12	0	3.59	26	12
1996-09-13	4	3.39	21	12
1996-09-14	0	5.57	25	12
1996-09-15	0	4.69	27.5	12
1996-09-16	0.5	4.64	22	12
1996-09-17	8	1.52	18	14
1996-09-18	0	2.9	25	14
1996-09-19	8	1.79	25	12
1996-09-20	0	5.66	27	14
1996-09-21	0	7.35	27	14
1996-09-22	0	2.58	27	12
1996-09-23	0	5.57	27	12
1996-09-24	0	4.63	27	12
1996-09-25	0	3.61	26	12
1996-09-26	0	4.61	28	11
1996-09-27	0	4.58	27	12
1996-09-28	0	3.82	26.5	12
1996-09-29	0	6.37	26.5	12
1996-09-30	0	6.53	25	9
1996-10-01	0	4.29	25.5	11
1996-10-02	13	3.59	22	14
1996-10-03	18	1.16	27	15
1996-10-04	8.5	2.24	21	15
1996-10-05	36.5	7.49	23.5	14
1996-10-06	1	1.5	17	14
1996-10-07	0	3.16	20.5	14
1996-10-08	0	4.92	21	14
1996-10-09	0	4.28	23	10
1996-10-10	0	8.3	20.5	8
1996-10-11	0	3.96	23	8
1996-10-12	0	3.75	22.5	6
1996-10-13	0	3.52	24	8.5
1996-10-14	0	4.33	23	12
1996-10-15	0	3.38	20.5	7
1996-10-16	0	4.17	27	8
1996-10-17	0	4.31	27	9
1996-10-18	0	7.45	24.5	10
1996-10-19	0	3.29	24	10
1996-10-20	0	3.08	27	12
1996-10-21	0	5.08	27	9
1996-10-22	0	2.3	25	6
1996-10-23	0	8.21	23	8
1996-10-24	0	5.46	24	8
1996-10-25	0	4.05	24	8
1996-10-26	0	6.34	24	8
1996-10-27	0	4.64	27.5	7.5
1996-10-28	0	3.89	23	8
1996-10-29	0	3.75	28	8
1996-10-30	0	3.53	25	7
1996-10-31	0	5	24.5	7
1996-11-01	0	5.07	25	7
1996-11-02	0	4.33	27.5	5.5
1996-11-03	0	6.53	28	6.5
1996-11-04	0	4.77	27	7.5
1996-11-05	0	4.65	20.5	8
1996-11-06	0	5.62	28	8
1996-11-07	0	2	25.5	8
1996-11-08	0	2.91	25	4
1996-11-09	0	3.08	26	5.5
1996-11-10	0	1.9	26	4
1996-11-11	0	7.4	21	4
1996-11-12	0	3.42	19	6
1996-11-13	0	2.8	28	7
1996-11-14	0	2.14	22	5.5
1996-11-15	0	3.17	24	4.5
1996-11-16	0	3.81	25	5.5
1996-11-17	0	5.23	24.5	4
1996-11-18	0	1.78	25	3.5
1996-11-19	0	6.51	27	4
1996-11-20	0	3.99	24	4.5
1996-11-21	0	2.53	28	5
1996-11-22	0	4.06	26.5	9
1996-11-23	0	3.98	25.5	4
1996-11-24	0	5.33	25	5
1996-11-25	0	3.39	19	-2
1996-11-26	2	4.47	18	3
1996-11-27	0	2.95	22	5
1996-11-28	0	2.94	18	5.5
1996-11-29	0	1.39	22	7
1996-11-30	0	0.78	24	5
1996-12-01	0	3.03	23.5	5
1996-12-02	0	2.38	24	5
1996-12-03	0	1.65	18	4
1996-12-04	0	4.22	20.5	7
1996-12-05	0	6.54	25	4
1996-12-06	0	4.6	22.5	5.5
1996-12-07	0	4.99	22	3
1996-12-08	0	2.6	22	3
1996-12-09	0	1.75	22	5
1996-12-10	0	1.66	27	-3
1996-12-11	0	4.36	26	4.5
1996-12-12	0	3.51	24	4
1996-12-13	0	2.63	22	4
1996-12-14	0	0.8	21.5	-3
1996-12-15	0	2.35	23	2
1996-12-16	0	4.32	23	4
1996-12-17	0	4.45	20	4
1996-12-18	0	4.5	20.5	2
1996-12-19	0	6.33	20	-2
1996-12-20	0	4.34	19.5	5
1996-12-21	0	6.21	20.5	4
1996-12-22	0	7.68	22	3
1996-12-23	0	3.33	23	-2
1996-12-24	0	3.46	22	0
1996-12-25	0	2.17	22	-2
1996-12-26	0	3.72	21.5	4
1996-12-27	0	4.15	21	4
1996-12-28	0	3.93	22	5
1996-12-29	0	1.81	23	4.5
1996-12-30	0	1.89	22	-3
1996-12-31	0	5.03	22	2
1997-01-01	0	1.6	19.5	-2
1997-01-02	0	3.65	20	0
1997-01-03	0	3.64	20	-2
1997-01-04	0	2.67	19.5	2
1997-01-05	0	4.01	19.5	4
1997-01-06	0	2.85	20	5
1997-01-07	0	4.5	21	4.5
1997-01-08	0	3.78	17	5.5
1997-01-09	0	2.92	16	-3
1997-01-10	0	6.09	19.5	-3
1997-01-11	0	5.06	20	2
1997-01-12	0	4.08	19	-2
1997-01-13	0	3.99	20.5	-4
1997-01-14	0	1.75	21	-2
1997-01-15	0	4.22	22	4
1997-01-16	0	4.25	18	0
1997-01-17	0	2.75	18	-2
1997-01-18	6.5	3.59	21.5	5
1997-01-19	12	0.95	17	5.5
1997-01-20	0	1.75	18	4.5
1997-01-21	0	2.17	20.5	-2
1997-01-22	0	4.26	23	-1
1997-01-23	0	3.87	23	-3
1997-01-24	0	4.35	24	-2
1997-01-25	0	3.02	23.5	2.5
1997-01-26	0	4.74	26	3
1997-01-27	0	6.32	26	3
1997-01-28	0	5	23	-2
1997-01-29	0	4.84	24.5	5
1997-01-30	0	4.43	24	5
1997-01-31	0	1.26	24	4
1997-02-01	9	1.16	21	4
1997-02-02	0	0.38	20.5	3.5
1997-02-03	0	1.82	20	3
1997-02-04	0	1.43	20.5	5
1997-02-05	0	7.43	21	5
1997-02-06	0	6.1	22	5
1997-02-07	0	6.95	23	6.5
1997-02-08	0	7.24	24	6
1997-02-09	0	3.33	25	5
1997-02-10	0	6.1	23	6
1997-02-11	0	6.2	24	5
1997-02-12	0	5.08	26.5	6
1997-02-13	0	4.51	27	5
1997-02-14	0	6.38	22	2
1997-02-15	0	4.79	21	5
1997-02-16	0	6.95	21	2
1997-02-17	0	8.29	23	-2
1997-02-18	0	8.78	23	2
1997-02-19	0	8.13	23	7
1997-02-20	0	4.3	23.5	7.5
1997-02-21	0	7.26	24	0
1997-02-22	0	4.66	22.5	5
1997-02-23	0	6.34	27	5
1997-02-24	0	7.58	28	2
1997-02-25	0	12.34	27.5	6.5
1997-02-26	0	10.05	24.5	10.5
1997-02-27	0	7.18	24.5	7
1997-02-28	0	6.61	24.5	7
1997-03-01	0	5.79	27	5.5
1997-03-02	0	8.14	27	5.5
1997-03-03	0	6.06	30	5
1997-03-04	0	4.44	30.5	5
1997-03-05	0	3.9	28.5	4.5
1997-03-06	0	5.38	28	8.5
1997-03-07	0	6.4	26.5	4
1997-03-08	0	4.41	28	5.5
1997-03-09	0	7.36	27	5
1997-03-10	4.5	2.32	24.5	10
1997-03-11	0	3.93	24.5	11
1997-03-12	0	8.15	26.5	7.5
1997-03-13	0	3.51	27	5.5
1997-03-14	0	6.45	26.5	5
1997-03-15	0	4.03	27	5
1997-03-16	0	7.86	27	6.5
1997-03-17	0	6.31	30	8
1997-03-18	0	4.03	29.5	11
1997-03-19	0	4.82	24.5	10
1997-03-20	0	3.65	23	5
1997-03-21	0	4.95	24.5	5
1997-03-22	0	4.85	25	5
1997-03-23	0	5.56	24	5
1997-03-24	0	6.45	25	5
1997-03-25	0	4.66	25	5.5
1997-03-26	0	4.52	24.5	4.5
1997-03-27	0	4.11	22	6
1997-03-28	0	3.93	24	5
1997-03-29	0	5.94	22.5	5.5
1997-03-30	0	4.15	24.5	5
1997-03-31	0	6.28	25	5.5
1997-04-01	0	5.53	29.5	9
1997-04-02	0	4.49	22.5	10
1997-04-03	0	5.12	22.5	5.5
1997-04-04	0	7.17	22	6
1997-04-05	0	3.28	23	12
1997-04-06	0	4.61	24	5
1997-04-07	0	1.83	26	8
1997-04-08	1.5	5.25	24	11
1997-04-09	0	4.54	25	7
1997-04-10	0	5.95	23	10.5
1997-04-11	2	3.28	24	7
1997-04-12	8	3.98	24	5
1997-04-13	0	6.66	24.5	7
