COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32059 
 NOMBRE    : VILLA DE COS (SMN) 
 ESTADO    : ZACATECAS 
 MUNICIPIO : VILLA DE COS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 23.28888889 ° 
 LONGITUD  : -102.3441667 ° 
 ALTITUD   : 1999 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
2007-04-02	3.5	14.89	24	10
2007-04-03	12.5	5.71	25	8
2007-04-04	0	5.65	26	7
2007-04-05	0	6.18	25	5
2007-04-06	0	7.7	28	8
2007-04-07	0	11.62	29	6
2007-04-08	0	7.81	26	7
2007-04-09	0	9.3	26	7
2007-04-10	0	11.12	27	6
2007-04-11	0	10.02	27	6
2007-04-12	0	10.99	28	7
2007-04-13	0	9.35	29	7
2007-04-14	0	9.77	28	9
2007-04-15	0	9.33	28	4
2007-04-16	0	11	28	8
2007-04-17	0	10.03	29	13
2007-04-18	0	10.27	28	10
2007-04-19	0	9.6	26	8
2007-04-20	0	8.63	31	13
2007-04-21	0	11.52	30	8
2007-04-22	0	10.93	30	8
2007-04-23	0	9.75	32	9
2007-04-24	0	9.22	30	9
2007-04-25	0	8.19	31	11
2007-04-26	0	10.61	31	10
2007-04-27	0	10	31	11
2007-04-28	0	5.96	31	8
2007-04-29	0	4.85	31	8
2007-04-30	0	12.6	29	9
2007-05-01	0	7.83	30	10
2007-05-02	0	15.82	33	10
2007-05-03	0	10.94	32	9
2007-05-04	0	12.48	32	9
2007-05-05	0	10.02	33	9
2007-05-06	0	14.62	31	9
2007-05-07	0	9.7	32	11
2007-05-08	0	10.23	32	12
2007-05-09	0	10.96	31	12
2007-05-10	0	10.67	31	11
2007-05-11	0	10.12	28	10
2007-05-12	0	5.15	29	9
2007-05-13	0	10.33	30	10
2007-05-14	0	10.32	30	10
2007-05-15	0	8.68	31	12
2007-05-16	0	9.97	32	11
2007-05-17	0	14.44	30	12
2007-05-18	0	6.39	31	11
2007-05-19	0	5.53	31	11
2007-05-20	0	10.13	31	11
2007-05-21	0	10.63	29	11
2007-05-22	0	12.14	30	12
2007-05-23	0	9	30	11
2007-05-24	0	8.23	32	11
2007-05-25	2.8	3.88	33	13
2007-05-26	0	5.92	33	12
2007-05-27	0	7.08	32	11
2007-05-28	0	10.99	32	11
2007-05-29	9.3	9.43	28	11
2007-05-30	13.5	10.1	28	12
2007-05-31	0	10.05	28	11
2007-06-01	0	7.78	32	10.5
2007-06-02	0	10.51	33	12
2007-06-03	0	8.21	33	13
2007-06-04	0.2	9.61	33	12
2007-06-05	0	4.87	31	13
2007-06-06	0	9.53	33	12
2007-06-07	0	8.6	33.5	14
2007-06-08	0	9.17	33	13
2007-06-09	0	10.48	29	13
2007-06-10	0	9.49	28	11
2007-06-11	0	11.4	30	11
2007-06-12	6.5	6.38	29	11
2007-06-13	2.5	12.6	29	13
2007-06-14	16.2	1.73	29	11
2007-06-15	6.5	5.21	29	13.5
2007-06-16	0	7.7	29	12
2007-06-17	0	4.18	29	12
2007-06-18	0.5	8.92	29	12
2007-06-19	2.1	5.31	29	14
2007-06-20	5.2	2.64	22	14
2007-06-21	100.2	3.15	22	15
2007-06-22	0.9	2.56	25	13
2007-06-23	4.1	6.61	27	12
2007-06-24	0	2.49	25	12
2007-06-25	0	1.59	28	12
2007-06-26	0	6.17	28	15
2007-06-27	0	15.95	27	14
2007-06-28	3.9	4.89	23	12
2007-06-29	0	10	28	12.5
2007-06-30	5.1	2.58	25	13
2007-07-01	0	5	22	14
2007-07-02	0	4.73	27	13
2007-07-03	0	2.91	28	13
2007-07-04	0	10.9	29	15
2007-07-05	6.1	4.7	27	13
2007-07-06	0	3.89	24	15
2007-07-07	34.3	11.17	27	13.5
2007-07-08	0.1	5.36	27	13
2007-07-09	0	4.95	27	13
2007-07-10	0	7.71	28	12
2007-07-11	0	6.84	28	12
2007-07-12	0	5.71	27	12
2007-07-13	0	6.69	27	11
2007-07-14	0.2	9.84	29	11
2007-07-15	0.9	5.61	29	12
2007-07-16	10.4	3.68	26	12
2007-07-17	0	3.7	26	13
2007-07-18	0.1	1.87	24	13
2007-07-19	0	0.81	29	13
2007-07-20	0	3.84	26	13
2007-07-21	13.4	4.96	21	13
2007-07-22	0	4.31	26	13
2007-07-23	0	4.19	25	13
2007-07-24	0.5	3.99	26	12
2007-07-25	5.1	2.19	27	11
2007-07-26	11.6	12	27.5	11
2007-07-27	1.5	4.87	27	12
2007-07-28	8.4	2.22	27	12
2007-07-29	6.4	8.64	23	12
2007-07-30	7.5	8.86	28	12
2007-07-31	0	5.6	28	11
2007-08-01	0	5.08	27	12
2007-08-02	0	4.4	27	11
2007-08-03	0	7.58	28	11
2007-08-04	0	6.43	27.5	11
2007-08-05	0	5.78	28	12
2007-08-06	6	3.02	28	12
2007-08-07	0	6.78	28	12
2007-08-08	0	6.69	28	11
2007-08-09	0	6.04	29	10
2007-08-10	0	9.06	29	11
2007-08-11	5.6	5.44	29	11
2007-08-12	0.1	4.78	29	11
2007-08-13	0.6	5.99	29	11
2007-08-14	0	6.17	29	11
2007-08-15	0	6.5	27	11
2007-08-16	0	5.86	28	11
2007-08-17	0	6.93	28	12
2007-08-18	0	4.74	28	13
2007-08-19	0	2.75	29	11
2007-08-20	0.1	1.77	29	12
2007-08-21	0.8	1.41	26	11
2007-08-22	5.1	4.57	25	11
2007-08-23	0.3	3.5	25	11
2007-08-24	0	6.27	27	11
2007-08-25	0	4.54	28	11
2007-08-26	16.6	11.69	28	11
2007-08-27	16.1	6.69	28	11
2007-08-28	0.1	5.1	29	11
2007-08-29	0	5.5	22	10
2007-08-30	0	2.4	23	11
2007-08-31	2.5	2.95	26	11
2007-09-01	2.6	7.47	26	11
2007-09-02	20.1	11.15	28	11
2007-09-03	1.8	2.01	24	14
2007-09-04	3.6	0.8	24	13
2007-09-05	0.1	4.06	28	13
2007-09-06	0	2.99	28	12
2007-09-07	0	5.24	28	12
2007-09-08	0	6.71	28	12
2007-09-09	0	5.04	26	11
2007-09-10	0	5.33	26	13
2007-09-11	0.3	5.17	26	14
2007-09-12	0.2	3.31	26	12
2007-09-13	0	5.5	27	12
2007-09-14	0.9	2.1	27	13
2007-09-15	0	2.81	28	13
2007-09-16	0	2.29	27	12
2007-09-17	0	3.52	27	12
2007-09-18	1.1	2.42	28	10
2007-09-19	0	4.08	28	11
2007-09-20	0	4.85	28	10
2007-09-21	0	3.63	29	10
2007-09-22	1.5	1.8	30	10
2007-09-23	0	6.3	19	10
2007-09-24	0	4.43	29	12
2007-09-25	0	4.49	29	11
2007-09-26	0	4.58	28	10
2007-09-27	0	4.18	28	10
2007-09-28	3.3	2.6	28	10
2007-09-29	0.6	0.52	29	10
2007-09-30	0	3.07	24	9
2007-10-01	0	2.2	27	10
2007-10-02	0	2.77	28	10
2007-10-03	0	3.02	28	10
2007-10-04	0	6.56	28	11
2007-10-05	10	8.24	29	9
2007-10-06	0	3.81	29	9
2007-10-07	0	3.81	27	9
2007-10-08	0	5.7	27	11
2007-10-09	0	6.3	27	11
2007-10-10	0	4.8	27	11
2007-10-11	0	3.91	27	11
2007-10-12	0	3.99	27	10
2007-10-13	0	7.22	29	10
2007-10-14	0	8.84	30	10
2007-10-15	0	6.2	29	10
2007-10-16	0	6.6	30	10
2007-10-17	0	7.67	30	11
2007-10-18	0	10.02	31	9
2007-10-19	0	7.44	29	8
2007-10-20	0	4.46	25	8
2007-10-21	0	2.46	23	11
2007-10-22	0	2.18	27	11
2007-10-23	0	1.78	25	3
2007-10-24	0	5.96	20	-1
2007-10-25	0	4.29	21	0
2007-10-26	0	4.8	24	-1
2007-10-27	0	7.61	23	0
2007-10-28	0	8.33	22	2
2007-10-29	0	6.38	22	1
2007-10-30	0	5.55	22	2
2007-10-31	0	8.72	26	0
2007-11-01	0	9	25	0
2007-11-02	0	4.03	27	2
2007-11-03	0	4.61	25	7
2007-11-04	0	5.98	23	6
2007-11-05	0	8.38	25	4
2007-11-06	0	6.99	25	4
2007-11-07	0	7.64	22	5
2007-11-08	0	7.77	24	3
2007-11-09	0	6.94	26	2
2007-11-10	0	9.03	27	3
2007-11-11	0	7	27	5
2007-11-12	0	8.28	26	5
2007-11-13	0	8.92	25	6
2007-11-14	0	8	26	1
2007-11-15	0	7.83	21	3
2007-11-16	0	8.96	25	6
2007-11-17	0	9	23	7
2007-11-18	0	7.71	23	5
2007-11-19	0	7.94	22	5
2007-11-20	9	7.27	21	5
2007-11-21	0	8.8	24	4
2007-11-22	0	9	24	5
2007-11-23	0	8.25	24	3
2007-11-24	0	10.48	22	5
2007-11-25	0	7.47	20	10
2007-11-26	0	6.43	24	1
2007-11-27	0	11.58	25	5
2007-11-28	0	7.79	25	7
2007-11-29	0	7.91	24	6
2007-11-30	0	8.54	25	7
2007-12-01	0	10	24	8
2007-12-02	0	6.97	26	7
2007-12-03	0	8.3	22	8
2007-12-04	0	6.63	21	6
2007-12-05	0	8.57	22	2
2007-12-06	0	8.01	24	4
2007-12-07	0	9.01	25	4
2007-12-08	0	6.78	26	3
2007-12-09	0	7.97	26	2
2007-12-10	0	7.3	24	5
2007-12-11	0	7.7	24	6
2007-12-12	0	6.74	24	4
2007-12-13	0	8	24	4
2007-12-14	0	8.21	25	3
2007-12-15	0	7.4	23	4
2007-12-16	0	8.02	23	4
2007-12-17	0	8.64	25	1
2007-12-18	0	7.47	26	3
2007-12-19	0	7.73	27	3
2007-12-20	0	7.97	23	6
2007-12-21	0	9.87	22	2
2007-12-22	0	7.91	23	7
2007-12-23	0	7.96	21	4
2007-12-24	0	6	24	6
2007-12-25	0	9.29	23	3
2007-12-26	0	7.97	21	5
2007-12-27	0	7.75	22	2
2007-12-28	0	9	24	6
2007-12-29	0	9.25	25	7
2007-12-30	0	7.97	22	1
2007-12-31	0	6	26	-1
2008-01-01	0	6.74	20	0
2008-01-02	0	6.21	12	2
2008-01-03	0	4.79	15	-2
2008-01-04	0	7.26	21	0
2008-01-05	0	8.75	21	0
2008-01-06	0	7.1	25	1
2008-01-07	0	6.9	25	2
2008-01-08	0	7.01	24	3
2008-01-09	0	8.89	24	1
2008-01-10	0	7.3	23	4
2008-01-11	0	7.8	23	4
2008-01-12	0	6.17	22	0
2008-01-13	0	6.75	23	-2
2008-01-14	0	7.08	18	4
2008-01-15	0	5.99	19	8
2008-01-16	0	6.18	22	0
2008-01-17	0	7.37	20	6
2008-01-18	0	6.6	19	3
2008-01-19	0	7.78	20	-4
2008-01-20	0	7	20	1
2008-01-21	0.01	8.99	20	-1
2008-01-22	0.01	9.26	25	5
2008-01-23	0	8.92	26	7
2008-01-24	0	8.8	26	7
2008-01-25	0	7	25	8
2008-01-26	0	6	23	7
2008-01-27	0	8.02	24	4
2008-01-28	0	9.18	26	5
2008-01-29	0	6.7	24	8
2008-01-30	0	7.1	24	5
2008-01-31	0	7	25	5
2008-02-01	0	9	24	3
2008-02-02	0	7.99	24	4
2008-02-03	0	7.99	24	5
2008-02-04	0	6.93	24	3
2008-02-05	0	6.79	24	7
2008-02-06	0	8.09	24	1
2008-02-07	0	8	21	1
2008-02-08	0	7.2	25	2
2008-02-09	0	4.92	25	2
2008-02-10	12.5	8.55	21	9
2008-02-11	0	6.97	22	5
2008-02-12	0	7.81	22	3
2008-02-13	0	6.96	24	2
2008-02-14	0	7.01	24	4
2008-02-15	0	7	26	3
2008-02-16	0	7.8	25	5
2008-02-17	0	8.91	27	4
2008-02-18	0	8.14	27	1
2008-02-19	0	8.87	27	6
2008-02-20	0	8.25	24	6
2008-02-21	0	7.94	26	10
2008-02-22	0	8.02	26	5
2008-02-23	0	9.49	29	2
2008-02-24	0	11.3	29	5
2008-02-25	0	9.71	30	7
2008-02-26	0	10.26	30	7
2008-02-27	0	7.95	21	2
2008-02-28	0	6.8	25	1
2008-02-29	0	7	26	5
2008-03-01	0	6.77	26	5
2008-03-02	0	9.99	26	5
2008-03-03	0	9.04	26	6
2008-03-04	0	7.56	25	0
2008-03-05	0	8.85	24	4
2008-03-06	0	2.92	23	3
2008-03-07	0	7.7	23	2
2008-03-08	0	8.1	22	1
2008-03-09	0	6.99	24	2
2008-03-10	0	8.14	25	4
2008-03-11	0	9.22	26	6
2008-03-12	0	7.85	16	6
2008-03-13	0	9.01	27	8
2008-03-14	0	10	28	6
2008-03-15	0	10.78	29	7
2008-03-16	0	11.75	27	8
2008-03-17	0	6.97	20	13
2008-03-18	0	8.08	20	10
2008-03-19	0	8.17	19	-1
2008-03-20	0	6.75	24	4
2008-03-21	0	9.6	28	2
2008-03-22	0	10.5	28	6
2008-03-23	0	8.9	28	8
2008-03-24	0.01	8	21	7
2008-03-25	0	11.97	27	7
2008-03-26	0	11.37	28	9
2008-03-27	0	10.71	30	10
2008-03-28	0	11.22	30	9
2008-03-29	0	10.9	30	10
2008-03-30	0	11.8	31	10
2008-03-31	0	10.6	33	10
2008-04-01	0	12.75	33	8
2008-04-02	0	10.97	33	10
2008-04-03	0	11.2	33	10
2008-04-04	0	11.05	31	10
2008-04-05	0	8.45	29	10
2008-04-06	0	9.3	29	7
2008-04-07	0	10.28	30	6
2008-04-08	0	9.97	30	7
2008-04-09	0	10.77	32	7
2008-04-10	0	10.35	31	9
2008-04-11	0	9.53	31	9
2008-04-12	0	10.36	31	10
2008-04-13	0	7.94	28	9
2008-04-14	0	8.82	23	7
2008-04-15	0	8.99	23	8
2008-04-16	0	9.99	29	7
2008-04-17	0	9.34	30	8
2008-04-18	0	11.66	30	9
2008-04-19	0	10.72	32	8
2008-04-20	0	11.28	33	9
2008-04-21	0	10.93	33	10
2008-04-22	0	10.77	34	12
2008-04-23	0	10.62	23	14
2008-04-24	0	11.4	33	12
2008-04-25	0	11.91	33	10
2008-04-26	0	10.81	32	10
2008-04-27	0	11.37	31	11
2008-04-28	0	8.63	31	11
2008-04-29	0	5.77	30	7
2008-04-30	0	10.35	30	12
2008-05-01	0	14.48	29	12
2008-05-02	0	11.74	30	10
2008-05-03	0	11.65	31	10
2008-05-04	0	9.72	32	10
2008-05-05	0	9.54	31	12
2008-05-06	0	9.59	32	12
2008-05-07	0	10.68	30	12
2008-05-08	0	11.56	33	11
2008-05-09	0	12.47	34	12
2008-05-10	0	12.91	34	14
2008-05-11	0	12.03	35	14
2008-05-12	0.01	10.19	31	16
2008-05-13	3	9.84	31	13
2008-05-14	0	9.97	28	12
2008-05-15	1.5	9.24	22	9
2008-05-16	0	9.19	28	13
2008-05-17	0	8.78	28	13
2008-05-18	0	9.26	27	9
2008-05-19	8.5	10.46	24	9
2008-05-20	0	8.79	27	9
2008-05-21	0	6.6	29	10
2008-05-22	0	10.77	28	13
2008-05-23	0	9.88	29	13
2008-05-24	0	9.76	31	10
2008-05-25	0	10.72	31	15
2008-05-26	0	11.1	32	14
2008-05-27	0	9.43	31	15
2008-05-28	0	9.07	30	14
2008-05-29	0	9.77	29	12
2008-05-30	0	10.76	30	12
2008-05-31	0	10.83	31	13
2008-06-01	0	11.04	32	14
2008-06-02	0	11	32	13
2008-06-03	0	9.56	32	13
2008-06-04	0	11.15	33	13
2008-06-05	0	11.83	34	15
2008-06-06	0	10.78	33	15
2008-06-07	0	8.02	27	15
2008-06-08	1	10.37	26	16
2008-06-09	1	9.81	25	16
2008-06-10	0	8.97	24	15
2008-06-11	0	4.91	26	15
2008-06-12	0	8	30	13
2008-06-13	0	9.89	31	16
2008-06-14	0	9.93	29	15
2008-06-15	0	10.96	29	14
2008-06-16	0	6.82	31	14
2008-06-17	0	8.92	31	15
2008-06-18	0	9.22	32	15
2008-06-19	0	11.87	32	14
2008-06-20	0	8.16	31	14
2008-06-21	0	10.75	28	13
2008-06-22	0	8.93	27	14
2008-06-23	0	10.39	29	13
2008-06-24	0	10.02	29	15
2008-06-25	0	10.43	29	15
2008-06-26	0	9.71	30	13
2008-06-27	0	11	30	12
2008-06-28	0	9.63	29	16
2008-06-29	0	8.91	30	14
2008-06-30	0	8.51	26	14
2008-07-01	0	8.59	26	14
2008-07-02	11	8.57	25	15
2008-07-03	14	7.4	25	15
2008-07-04	16.5	5.5	24	15
2008-07-05	29	8.33	25	15
2008-07-06	4.5	6.82	23	15
2008-07-07	0	6.75	24	15
2008-07-08	2	7.99	23	15
2008-07-09	0	8.03	23	14
2008-07-10	0	7.6	23	13
2008-07-11	0	9.59	23	14
2008-07-12	0	7.41	27	13
2008-07-13	0	11.75	28	12
2008-07-14	0	9.74	29	12
2008-07-15	0	9.25	29	11
2008-07-16	0	11.84	30	12
2008-07-17	3	9.88	29	13
2008-07-18	52	7.13	29	12
2008-07-19	1	1.25	19	13
2008-07-20	0	4.41	24	12
2008-07-21	0	6.99	25	11
2008-07-22	0	7.47	28	11
2008-07-23	0	6.73	28	14
2008-07-24	0.01	11.49	27	14
2008-07-25	0	7.66	29	14
2008-07-26	0	8.28	26	12
2008-07-27	0	7.29	29	11
2008-07-28	0	7.4	30	14
2008-07-29	0	9.45	30	14
2008-07-30	1.5	10.29	29	15
2008-07-31	0	11.78	28	15
2008-08-01	1	9.72	28	14
2008-08-02	0	10.58	28	13
2008-08-03	0	11.75	28	13
2008-08-04	0	9.58	28	12
2008-08-05	0	10.19	28	12
2008-08-06	0	8.72	28	13
2008-08-07	0	11.37	28	12
2008-08-08	3	9.62	28	14
2008-08-09	0	8.63	27	13
2008-08-10	20	8.42	30	13
2008-08-11	0.5	10.38	30	14
2008-08-12	0	11.45	28	13
2008-08-13	6.5	10.73	30	14
2008-08-14	3.5	10.63	30	15
2008-08-15	5.5	10.37	30	15
2008-08-16	0	10.68	27	14
2008-08-17	0.5	10.22	28	14
2008-08-18	19.5	7.52	26	14
2008-08-19	7.5	8.52	22	15
2008-08-20	12	9.98	24	15
2008-08-21	9	7.58	24	15
2008-08-22	9.5	8.92	24	14
2008-08-23	0	8.58	28	14
2008-08-24	18	10.4	29	15
2008-08-25	5	7.17	26	15
2008-08-26	36.5	6.17	25	15
2008-08-27	14.5	9.26	27	13
2008-08-28	13.5	7.5	27	14
2008-08-29	0	7.97	28	15
2008-08-30	0	9.54	25	13
2008-08-31	0	7.52	26	14
2008-09-01	0	11	28	12
2008-09-02	12.5	11.89	29	12
2008-09-03	12	9.61	29	14
2008-09-04	0	11.74	29	14
2008-09-05	0	9.26	27	15
2008-09-06	0	9.05	26	13
2008-09-07	0	6.13	27	11
2008-09-08	3.5	7.02	27	13
2008-09-09	12	8.91	29	13
2008-09-10	6	10.53	31	15
2008-09-11	1	4.79	30	15
2008-09-12	0	2.71	31	13
2008-09-13	26.5	7.98	31	15
2008-09-14	2	4.5	26	14
2008-09-15	5.5	2.02	21	12
2008-09-16	0	2.49	20	14
2008-09-17	0	1.13	22	11
2008-09-18	0	3.8	24	11
2008-09-19	0	2.08	26	10
2008-09-20	18	6.99	26	11
2008-09-21	0	3.97	24	12
2008-09-22	0	1.56	24	11
2008-09-23	32.5	2.3	27	11
2008-09-24	11.5	4.29	25	13
2008-09-25	1	3.06	22	12
2008-09-26	0	5.15	26	11
2008-09-27	0	3.67	26	13
2008-09-28	0	2.82	25	11
2008-09-29	0	3.78	25	12
2008-09-30	0	2.44	24	8
2008-10-01	0	4.75	23	5
2008-10-02	0	5.04	23	4
2008-10-03	0	2.23	24	4
2008-10-04	0	4.07	24	5
2008-10-05	0	2.79	28	5
2008-10-06	0	2.83	30	5
2008-10-07	0	5.83	27	12
2008-10-08	0	1.79	27	12
2008-10-09	0	3.41	28	10
2008-10-10	0	4.12	28	10
2008-10-11	0	3.2	28	10
2008-10-12	0	3.02	32	10
2008-10-13	0	4.45	32	12
2008-10-14	0	3.93	27	10
2008-10-15	0	1.1	27	8
2008-10-16	0	1.26	28	7
2008-10-17	0	1.56	22	10
2008-10-18	0	2.42	27	12
2008-10-19	0	3.47	25	8
2008-10-20	0	3.84	27	6
2008-10-21	0	4.54	28	5
2008-10-22	0	6.54	27	5
2008-10-23	0	6.6	27	8
2008-10-24	0	6.38	29	8
2008-10-25	0	7.25	29	13
2008-10-26	0	7.95	28	10
2008-10-27	0	5.43	22	8
2008-10-28	0	7.74	14	7
2008-10-29	0	5.23	23	6
2008-10-30	0	3.68	25	5
2008-10-31	0	3.58	25	5
2008-11-01	0	10.1	23	-1
2008-11-02	0	6.66	26	7
2008-11-03	0	7.89	26	2
2008-11-04	0	10.49	28	6
2008-11-05	0	6.53	29	5
2008-11-06	0	6.3	27	5
2008-11-07	0	7.44	29	3
2008-11-08	0	5.3	28	4
2008-11-09	0	6.37	27	6
2008-11-10	0	5.52	27	4
2008-11-11	0	4.1	28	3
2008-11-12	0	5.41	28	1
2008-11-13	0	3.05	29	1
2008-11-14	0	6.85	29	2
2008-11-15	0	5.18	25	3
2008-11-16	0	5.11	24	1
2008-11-17	0	3.86	24	-1
2008-11-18	0	3.47	24	-1
2008-11-19	0	5.07	23	-2
2008-11-20	0	7.75	23	-1
2008-11-21	0	4.52	24	2
2008-11-22	0	5.13	24	-1
2008-11-23	0	4.26	24	1
2008-11-24	0	4.72	24	1
2008-11-25	0	3.63	23	4
2008-11-26	0	5.4	23	5
2008-11-27	0	4.15	24	4
2008-11-28	0	6.2	24	5
2008-11-29	0	5.25	30	5
2008-11-30	0	4.39	25	-2
2008-12-01	0	3.62	25	-3
2008-12-02	0	3	24	-1
2008-12-03	0	6.63	27	-2
2008-12-04	0	3.5	25	1
2008-12-05	0	7.53	27	2
2008-12-06	0	4.24	25	3
2008-12-07	0	5.73	26	1
2008-12-08	0	2.32	25	5
2008-12-09	0	7.68	26	3
2008-12-10	0	3.95	27	-1
2008-12-11	0	4.5	19	-6
2008-12-12	0	3.58	24	-4
2008-12-13	0	2.74	25	-1
2008-12-14	0	3.18	28	1
2008-12-15	0	4.5	29	2
2008-12-16	0	9.56	37	4
2008-12-17	0	6.36	29	1
2008-12-18	0	5.58	28	2
2008-12-19	0	5.5	29	2
2008-12-20	0	8.3	30	2
2008-12-21	0	5	30	1
2008-12-22	0	6.42	30	1
2008-12-23	0	4.56	23	5
2008-12-24	0	5.94	26	1
2008-12-25	0	5.01	27	4
2008-12-26	0	6.32	25	1
2008-12-27	0	4.84	25	6
2008-12-28	0	6.83	25	2
2008-12-29	0	3.88	22	6
2008-12-30	0	7.2	24	2
2008-12-31	0	8.42	26	3
2009-01-01	0	6.13	26	3
2009-01-02	0	7.43	26	3
2009-01-03	0	6.96	26	4
2009-01-04	0	8.15	27	7
2009-01-05	0	10.25	28	5
2009-01-06	0	5.74	28	5
2009-01-07	0	5.17	27	-1
2009-01-08	0	5.73	29	-2
2009-01-09	0	8.96	30	-1
2009-01-10	0	4.99	30	1
2009-01-11	0	5.01	30	5
2009-01-12	0	4.9	30	-2
2009-01-13	0	4.96	28	-2
2009-01-14	0	4.12	27	-2
2009-01-15	0	6.09	26	0
2009-01-16	0	4.34	18	6
2009-01-17	0	4.94	24	3
2009-01-18	0	5.56	25	3
2009-01-19	0	4.49	26	4
2009-01-20	0	3.85	21	5
2009-01-21	0	5.22	24	0
2009-01-22	0	3.84	27	0
2009-01-23	0	7.5	28	3
2009-01-24	0	6.34	29	2
2009-01-25	0	4.37	29	6
2009-01-26	0	6.36	30	4
2009-01-27	0	5.15	29	4
2009-01-28	0	8.07	28	3
2009-01-29	0	3.31	29	4
2009-01-30	0	5.69	25	3
2009-01-31	0	3.81	26	2
2009-02-01	0	5.21	25	5
2009-02-02	0	3.78	23	1
2009-02-03	0	5	22	-1
2009-02-04	0	2.2	23	-2
2009-02-05	0	3.78	23	-2
2009-02-06	0	3.6	26	-3
2009-02-07	0	5.6	29	-2
2009-02-08	0	4.73	27	3
2009-02-09	0	4.7	28	0
2009-02-10	0	5.89	29	0
2009-02-11	0	5.52	27	2
2009-02-12	0	5.95	29	3
2009-02-13	0	4.53	30	4
2009-02-14	0	5.4	27	4
2009-02-15	0	5.72	30	1
2009-02-16	0	5.99	31	5
2009-02-17	0	3.71	30	6
2009-02-18	0	7.4	30	5
2009-02-19	0	3.9	27	4
2009-02-20	0	6.29	30	6
2009-02-21	0	4.81	27	5
2009-02-22	0	6.19	27	6
2009-02-23	0	4.31	28	1
2009-02-24	0	6.99	29	6
2009-02-25	0	8.1	30	7
2009-02-26	0	6.9	33	7
2009-02-27	0	7.1	33	8
2009-02-28	0	NULO	31	5
2009-03-01	0	8.22	31	10
2009-03-02	0	7.55	31	0
2009-03-03	0	8.29	30	4
2009-03-04	0	6.76	31	3
2009-03-05	0	6.48	32	5
2009-03-06	0	6.98	32	4
2009-03-07	0	8.1	32	6
2009-03-08	0	5.3	30	3
2009-03-09	0	6.48	31	5
2009-03-10	0	8.21	31	8
2009-03-11	0	8.36	30	10
2009-03-12	0	6.95	30	8
2009-03-13	0	6.18	28	10
2009-03-14	0	7.52	28	12
2009-03-15	0	7.81	28	9
2009-03-16	0.01	7.49	28	7
2009-03-17	0.01	8.22	32	10
2009-03-18	5.5	7.3	37	10
2009-03-19	0	6.7	32	8
2009-03-20	0	8.02	22	5
2009-03-21	0	6.78	31	6
2009-03-22	0	7.01	33	7
2009-03-23	0	7.49	34	6
2009-03-24	0.01	10	32	12
2009-03-25	0	8.18	32	7
2009-03-26	0	6.4	22	6
2009-03-27	0	7.62	28	7
2009-03-28	0	7.31	28	4
2009-03-29	0	9.37	29	2
2009-03-30	0	4.03	30	6
2009-03-31	0	NULO	31	6
2009-04-01	0	7.82	29	7
2009-04-02	0	9.62	29	5
2009-04-03	0	9.01	31	5
2009-04-04	0	9.07	33	6
2009-04-05	0	8.62	32	7
2009-04-06	0	7.06	33	4
2009-04-07	0	7.24	29	4
2009-04-08	0	9.2	31	4
2009-04-09	0	9.8	32	10
2009-04-10	0	8.9	31	10
2009-04-11	0	9.31	32	11
2009-04-12	0	7.02	31	10
2009-04-13	0	7.8	31	6
2009-04-14	0	7.88	31	10
2009-04-15	0	6.31	30	6
2009-04-16	0	7.9	30	6
2009-04-17	0	9.15	31	6
2009-04-18	0	8.94	31	9
2009-04-19	0	7.82	30	7
2009-04-20	6	9.76	31	5
2009-04-21	0	9.66	28	7
2009-04-22	0	8.23	31	7
2009-04-23	0	10.24	32	7
2009-04-24	0	8.8	31	10
2009-04-25	0	8.48	33	7
2009-04-26	0	8.53	33	8
2009-04-27	0	11.7	34	7
2009-04-28	0	11.3	34	7
2009-04-29	0	11.14	35	2
2009-04-30	0	11.65	35	10
2009-05-01	0	10.99	37	12
2009-05-02	0	10.69	37	11
2009-05-03	0	12	35	11
2009-05-04	0	10.34	36	10
2009-05-05	0	12.57	37	9
2009-05-06	0	12.09	37	13
2009-05-07	2.5	10.84	37	14
2009-05-08	0	11.66	35	13
2009-05-09	0	11.06	35	13
2009-05-10	0	10.8	36	12
2009-05-11	0.01	11.29	36	13
2009-05-12	17	9.33	35	14
2009-05-13	2.5	11.08	31	8
2009-05-14	0	10.25	31	11
2009-05-15	6.5	8.75	32	15
2009-05-16	0.5	9.78	33	11
2009-05-17	0	7.29	27	14
2009-05-18	0	9.7	27	11
2009-05-19	0	8.95	27	10
2009-05-20	2	10.5	28	9
2009-05-21	0	11.65	30	10
2009-05-22	0	8.82	31	11
2009-05-23	0	8.9	32	11
2009-05-24	0	8.06	30	10
2009-05-25	0	6.95	32	9
2009-05-26	0	10.99	30	10
2009-05-27	0	12.08	33	9
2009-05-28	0	10.41	32	16
